Unnamed: 0,frame_no,B1_x,B1_y,B1_confidence,B1_method,B2_x,B2_y,B2_confidence,B2_method,position_3d_pixels,B1_reprojected_point,B1_error_cm,B2_reprojected_point,B2_error_cm,anomaly_detected
164,1381,484,524,0.6915631377813787,BG,858,507,0.8001063703614794,BG,"[-5842.175121567374, -267.63986435191765, 10582.014775053334]","[971.5908897840678, 1035.6903268812523]",8.148557529441804,"[1716.5356849209595, 1096.3039185038822]",54.77605200577972,True
165,1382,489,526,0.5558684673278287,BG/YOLO,865,503,0.7382922197978818,BG,"[-5762.897453600234, -257.536789903419, 10547.90948431215]","[981.5428556295681, 1037.1217884934224]",9.761784710245271,"[1730.0502699630676, 1099.7488072961864]",62.19991196419116,True
166,1383,1732,500,0.6875466108322144,YOLO,873,499,0.7114959615650317,BG,"[6313.562100052829, -321.0973801860402, 7225.750304197124]","[3447.6486656450816, 1004.4058600182303]",1.4909917376916244,"[1746.0733232952493, 996.2969570527904]",0.8115015805748582,False
167,1384,502,534,0.7480139127517623,BG,880,496,0.7176767676094518,BG,"[-5561.468876290045, -211.09062576245006, 10462.547532463432]","[1007.234751842294, 1044.0500578389572]",15.420319926199706,"[1758.6586454603466, 1123.5769891284992]",86.62164415264543,True
168,1385,508,538,0.8867595835457189,BG,888,492,0.7382922197978818,BG,"[-5467.811299799744, -189.4894467213411, 10418.24469275155]","[1018.9206367010514, 1047.2977954730486]",18.351139884955494,"[1773.5609020447248, 1132.732732316691]",97.51626160011497,True
169,1386,1670,478,0.8321080207824707,YOLO,896,488,0.6683749941974539,BG,"[5648.760994437369, -501.70239110429276, 7024.659453939428]","[3326.739897880154, 960.3169465725886]",1.3340756481237517,"[1792.0788367351365, 974.4187871065419]",0.7345946850816839,False
170,1387,1648,470,0.736083420460396,BG/YOLO,904,485,0.7176767676094518,BG,"[5422.218997567534, -556.4334983149735, 6960.583407945621]","[3283.0760822097714, 946.3945244297561]",2.1537423645116913,"[1808.1102862447483, 967.3609085978918]",1.1918582851058146,False
171,1388,1627,463,0.7152848834603881,BG,912,481,0.6664141413516337,BG,"[5206.095544468257, -613.6569146165888, 6897.065556334094]","[3241.1182159231766, 931.6346548952124]",1.7571633626469254,"[1824.1073862231517, 959.8371138615347]",0.9766162664844937,False
172,1389,1605,457,0.7168636611613539,BG,921,478,0.685223306132241,BG,"[4978.760861655526, -656.4124218473193, 6825.245270129162]","[3197.0703746030617, 919.8689519401144]",1.7744912391360952,"[1842.1146526012872, 953.7864785179273]",0.9899817003918936,False
173,1390,536,557,0.7398388380432517,BG,929,475,0.708294239616913,BG,"[-5028.999433779789, -93.71162757645607, 10176.939221052853]","[1072.187749344629, 1061.9710889828561]",32.33847283919141,"[1848.5452134127042, 1161.082361755674]",135.31729880490224,True
174,1391,1560,444,0.6772362715529212,BG,938,472,0.6400768631214537,BG,"[4541.954033866741, -744.0399976379459, 6703.091256579275]","[3106.9924490316635, 895.6443783941633]",2.314926683585091,"[1876.164836666947, 941.0158161781808]",1.3050593038842484,False
175,1392,1537,438,0.6723318638770789,BG,947,469,0.6935989106655485,BG,"[4323.591776732391, -783.8300930046347, 6640.24391536032]","[3061.023145324905, 884.1364101701881]",2.41196291324856,"[1894.1819929770663, 934.8527013473853]",1.366651986013843,False
176,1393,1514,432,0.6991387904910565,BG/YOLO,956,465,0.6683749941974539,BG,"[4110.082146245717, -830.2793644604561, 6579.871474402091]","[3015.048392715807, 870.8317922348583]",1.784384054364349,"[1912.1412794570292, 927.6888997871877]",1.0162584472680516,False
177,1394,1490,426,0.6954067702732598,BG/YOLO,965,463,0.6391923625811166,BG,"[3895.9870724083075, -860.837524659371, 6523.316324479313]","[2967.4589546314232, 861.3898455414698]",2.711075613105572,"[1930.225990213346, 922.3772900685228]",1.553749481818252,False
178,1395,1466,421,0.7644509943121871,BG/YOLO,975,460,0.6985639785016515,BG,"[3679.501338108625, -892.9983895151415, 6457.5108333717335]","[2919.810564887704, 851.0545568800122]",2.487346709520942,"[1950.2075713710285, 916.6631459032774]",1.4321644310010144,False
179,1396,1441,416,0.7031742782781688,BG,985,457,0.6985639785016515,BG,"[3462.454261062162, -924.4988061921074, 6396.490884186227]","[2870.3247474240084, 840.8521140699653]",2.32928639632404,"[1970.1875656245766, 910.8668558174227]",1.3488319508368296,False
180,1397,1416,411,0.5792800302859826,BG/YOLO,995,454,0.6188143483889068,BG,"[3250.602466503407, -955.3382182912417, 6337.868169933385]","[2820.972707745796, 830.7168193509369]",2.211596484039796,"[1990.163593259998, 905.0233507611385]",1.2882437275176337,False
181,1398,1391,406,0.7292602088931973,BG,996,454,0.4,LK,"[3096.87161359153, -975.419275526623, 6386.7285931719]","[2772.359403007961, 827.4635032351605]",4.8377322136968255,"[1992.5044270312426, 901.1012806589432]",2.881956730277461,False
182,1399,1365,402,0.6660119828354895,BG/YOLO,1021,456,0.3,LK,"[2805.5659497401602, -948.8151578201856, 6155.547189356254]","[2721.8026921053233, 825.153205931573]",6.801865130053537,"[2042.6785424686739, 902.0696644052599]",3.972775707543837,False
185,1402,1338,396,0.3,LK,1050,443,0.8061450660379307,BG,"[2499.333371684107, -1026.8009395422027, 5894.292926700332]","[2666.662710936326, 792.3707953834056]",1.0120622169904772,"[2099.3657716598177, 888.0103841042608]",0.5743240438221572,False
186,1403,1257,388,0.718343198299408,YOLO,1049,442,0.4,LK,"[2045.0244517251538, -1071.6887169822248, 6130.662254216397]","[2509.5863459398274, 791.3815383180414]",4.739263563262704,"[2098.4591990201993, 876.9189956848976]",2.9387839912339455,False
187,1404,1228,384,0.4305326342582702,YOLO,1049,442,0.3,LK,"[1872.3092704541243, -1090.093442476218, 6214.195016000308]","[2453.5344436099135, 790.3816780658982]",7.5426940087869365,"[2099.0248282646667, 872.209965095855]",4.834365317389279,False
195,1424,569,410,0.4,LK,1426,453,0.8144819140434265,YOLO,"[-2135.321401114513, -680.4726825719483, 4749.12183914588]","[1149.5198923482162, 842.8918145589749]",6.55585125706709,"[2850.9203387945295, 893.3515965354078]",4.620621545531465,False
196,1425,569,410,0.3,LK,1451,458,0.764754056930542,YOLO,"[-1870.2497003699805, -612.6819790493919, 4148.776654730708]","[1147.486398597967, 835.7122787994492]",3.8460835229459445,"[2899.05928417529, 909.9148423074658]",2.217783740972497,False
197,1426,440,433,0.8415135145187378,YOLO,1449,457,0.4,LK,"[-3902.6589212381878, -682.7933510966283, 6567.294220702082]","[898.3578635379265, 907.1326635318584]",17.29668251557072,"[2914.642721931817, 860.1348739494725]",24.870115656880962,True
198,1427,439,434,0.4,LK,1503,468,0.5603838562965393,YOLO,"[-2772.3356173625616, -524.2635497892877, 4650.252569464002]","[895.0374362188475, 892.8025415007158]",7.92854339878932,"[3011.764855965029, 920.4354225396049]",5.90777031467118,False
199,1428,346,452,0.854708731174469,YOLO,1502,468,0.4,LK,"[-7120.94348282298, -743.50817246258, 10231.304565748427]","[721.6825795809311, 958.2748486980286]",38.95471023468153,"[3582.140025182857, -25.552403923862144]",725.2067467562599,True
200,1429,296,462,0.6881979703903198,YOLO,1502,468,0.3,LK,"[-21483.983254900177, -1457.7147082018748, 28632.069452434323]","[627.2986789158708, 993.8273148072803]",140.12554537860004,"[2934.793010523129, 1043.9246495773384]",224.00237916003454,True
203,1432,149,497,0.8393521308898926,YOLO,1653,502,0.4339936673641205,YOLO,"[-2915.0817327879704, -135.04599599186733, 3101.464270964549]","[298.1203957947467, 1005.86873178377]",2.118014137239316,"[3308.46244380713, 1000.619993247223]",0.9887289681401953,False
204,1433,97,511,0.8378792405128479,YOLO,1648,503,0.4,LK,"[-2591.858113222318, -86.0782011040391, 2611.779707191447]","[207.00778993874445, 1023.1645555342711]",0.016809803791589632,"[3298.3196530183036, 1007.6318613701433]",0.0061882303443504365,False
205,1434,43,525,0.8739617466926575,YOLO,1726,521,0.69700688123703,YOLO,"[-3618.715581105293, -14.422940699553036, 3477.7301126156012]","[123.36292742624349, 1070.2407570977093]",4.076036525045838,"[3454.7269653508815, 1033.3569973652436]",2.3976010956124862,False
206,1435,32,530,0.8085181428902573,BG,1739,526,0.7984272359164586,BG/YOLO,"[-3739.6856696318764, 12.016639336441946, 3563.340711820454]","[107.8222250935978, 1082.527639464191]",4.721752798105955,"[3480.043065480787, 1041.4882559584412]",2.911228334021314,False
210,1533,37,389,0.8152908086776733,YOLO,1887,358,0.8398876190185547,YOLO,"[-4843.995494816474, -907.4706291133231, 4676.968520513597]","[131.74502352909258, 759.9733673687564]",8.401716370577914,"[3725.2995054431826, 757.9631341595635]",8.943013203623083,False
211,1534,84,389,0.8041741251945496,YOLO,1852,360,0.825807273492438,BG/YOLO,"[-4798.326607796779, -927.1409530908753, 4818.811265191245]","[201.14410730843278, 762.6356686531161]",6.781218696361363,"[3674.2431788358035, 752.4155915460977]",7.443016659879842,False
212,1535,83,388,0.4,LK,1768,363,0.8369409441947937,YOLO,"[-4347.2255009356995, -934.1490989647662, 4417.76200355869]","[221.4888869300089, 731.5036567045839]",16.004058226409583,"[3555.5192340155318, 773.3065978975035]",14.461186285099082,False
213,1536,83,388,0.3,LK,1713,366,0.7625335454940796,YOLO,"[-3988.2290541838784, -932.7186801152251, 4121.462016196277]","[249.8990397431921, 707.2311067643716]",24.08964459452331,"[3473.5667737084536, 788.8259549893654]",18.912512835708366,True
217,1540,327,403,0.7756350040435791,YOLO,1523,381,0.832915723323822,YOLO,"[-4493.835184733536, -988.4321281627724, 6461.120389423433]","[722.5094527601947, 827.0458961256957]",29.436745169820103,"[3153.294874557991, 731.8368510634235]",46.87864828991305,True
218,1541,326,402,0.4,LK,1482,385,0.8446476459503174,YOLO,"[-5270.569461381498, -1019.8218025113706, 7619.543481979431]","[729.1123081448524, 858.318376339781]",45.05121998691519,"[3161.3232509250875, 639.3104771258521]",116.14596995509677,True
219,1542,394,408,0.7950153946876526,YOLO,1444,389,0.6900387406349182,YOLO,"[-4727.710008945038, -1001.82624828215, 7443.924313736087]","[827.414091191483, 857.1089284237497]",25.48672506505366,"[2961.99898981203, 698.7816575128351]",53.59277180234846,True
220,1543,425,411,0.7823473215103149,YOLO,1443,393,0.4,LK,"[-4222.34016977868, -972.7604802127997, 6950.849271714436]","[875.435361234075, 848.3419492320628]",14.702407800753509,"[2918.117400780449, 747.7119749150914]",24.432561164015965,False
221,1544,455,415,0.7385855317115784,YOLO,1443,393,0.3,LK,"[-3807.134874907054, -951.8969518582234, 6546.928690040013]","[920.4852510406917, 839.4407161514473]",4.510226899977772,"[2890.3096441555967, 777.4219954534016]",6.239973249888666,False
222,1545,454,414,0.4,LK,1336,404,0.8302398324012756,YOLO,"[-4649.038280459757, -988.426928381743, 8078.233529499867]","[930.9268082924185, 877.0866091442366]",25.605619711780644,"[2714.2179449944847, 700.6019246195744]",61.02919460864125,True
223,1546,512,423,0.625419557094574,YOLO,1304,409,0.7997378706932068,YOLO,"[-3934.078046302269, -939.2144769082519, 7657.757718692435]","[1038.1838709901656, 876.609574871747]",14.48690549032139,"[2621.4999265900396, 768.520004871821]",26.585327814528664,False
224,1547,539,427,0.7100372314453125,YOLO,1273,414,0.6948369145393372,YOLO,"[-3720.2289811420983, -918.8586810720562, 7685.8978344345915]","[1089.7673826991015, 881.6708980444666]",12.858192813992167,"[2555.129594143312, 785.2622554986533]",22.708713219666404,False
225,1548,566,432,0.7924309968948364,YOLO,1277,410,0.4,LK,"[-3356.3929567919336, -904.6731703046858, 7368.806344405141]","[1139.3398839143226, 876.4103987549049]",5.218664273182376,"[2554.5514356029503, 805.7642024241818]",8.018623652043464,False
226,1549,565,432,0.4,LK,1277,410,0.3,LK,"[-3369.366790839729, -904.6804039248234, 7379.570422199531]","[1137.440635347585, 876.7014087507706]",5.363919201469842,"[2554.7185972605166, 805.2527924941928]",8.280305804551642,False
227,1550,566,432,0.3,LK,1189,431,0.8065804839134216,YOLO,"[-3738.8918718259724, -884.0330033733248, 8239.69269389785]","[1142.3280085334188, 901.7064640094227]",18.56411744549482,"[2388.924463133078, 793.4470434792314]",36.938592187117216,True
230,1553,683,455,0.7602949142456055,YOLO,1161,436,0.3,LK,"[-2453.096714073152, -763.9506607496186, 7579.671519437598]","[1368.2962565316896, 912.3276829128156]",0.7048745278878635,"[2320.317058475479, 871.110205359401]",0.9683809503287127,False
231,1554,683,454,0.4,LK,1092,456,0.5461894273757935,YOLO,"[-2649.305814771037, -730.2350595253265, 8213.969745516339]","[1370.215093681921, 931.752339879582]",11.539772532130707,"[2186.801563493847, 876.8692058299448]",18.534047782110985,False
232,1555,682,454,0.3,LK,1092,456,0.4,LK,"[-2660.7438102799415, -730.3125475911003, 8220.435582902624]","[1368.239385190543, 931.8511964937157]",11.596789187119931,"[2186.8279921542216, 876.6075606717699]",18.684736359018874,False
233,1556,744,471,0.7058131232741089,BG/YOLO,1092,456,0.3,LK,"[-1995.6938728361852, -642.1999856982965, 7855.436206278284]","[1489.141398658001, 943.4342765073158]",0.46997021191281624,"[2183.328472328518, 911.2529950921192]",0.6338913355937332,False
235,1558,782,482,0.7139564957433439,BG/YOLO,1008,481,0.7100048214555488,BG,"[-1771.0701558883961, -522.5707009186511, 8418.470604824599]","[1564.9828677215146, 975.5880713899433]",5.818920687320227,"[2016.5348936207213, 946.27365770559]",8.406367409194669,False
236,1559,799,488,0.7198728073213279,BG,989,488,0.7467694369930244,BG,"[-1625.0762706155501, -469.27020029313644, 8508.428151497912]","[1598.642572483641, 986.8965292302622]",5.557172345776024,"[1978.3517340791268, 961.1853590285641]",7.977451138906875,False
237,1560,817,494,0.6910187703579639,BG,971,494,0.7213958715031694,BG,"[-1463.813126270508, -417.93335914656916, 8589.156434942375]","[1634.364129046335, 997.5098598658252]",4.914222102670386,"[1942.1871233330387, 975.1285367285468]",6.984326923185007,False
238,1561,834,500,0.7592324496412248,BG,953,501,0.5907233535801565,BG/YOLO,"[-1310.209143226908, -361.32447590847306, 8678.412459540661]","[1668.1442189663264, 1008.9860697446101]",4.712457179776023,"[1906.0429437851806, 989.8529760573989]",6.6497649064628455,False
239,1562,850,506,0.6336899192819934,BG/YOLO,937,507,0.7512407249471045,BG,"[-1161.5584626903062, -306.74385824376367, 8757.7684077591]","[1699.995398144324, 1019.7859975891397]",4.132688419142241,"[1873.9373806667002, 1003.5234886372104]",5.785425119424333,False
240,1563,865,511,0.6987366796701391,BG,921,514,0.7127155637728426,BG,"[-1020.9871059628821, -252.44977071343953, 8844.336614337954]","[1729.8505054393304, 1030.3770469853855]",4.505518202017007,"[1841.8089892942446, 1016.7491950862423]",6.273582168043764,False
241,1564,881,517,0.7450035032560643,BG,905,521,0.7292189696462564,BG,"[-866.9648161580366, -190.87792874554205, 8930.861996541307]","[1761.7414726583195, 1042.0941457069143]",4.405772995510497,"[1809.7035075564545, 1031.189198774807]",6.090923098110068,False
242,1565,896,523,0.7438366870907148,BG,889,528,0.7033240071530216,BG,"[-720.552097145595, -127.95244602057856, 9024.074605072576]","[1791.657815871891, 1053.8488523547085]",4.3233487820303065,"[1777.614468918733, 1045.5629038891284]",5.947791738401886,False
243,1566,911,530,0.6683749941974539,BG,875,535,0.7736206642719934,BG,"[-569.7151267740993, -57.10921893063953, 9103.060376237529]","[1821.6355361665787, 1066.7662248735248]",3.763264659856383,"[1749.5952002243384, 1061.0763943405036]",5.137541253901024,False
244,1567,924,536,0.7332516056069041,BG,860,542,0.763334476998128,BG,"[-438.25270849037673, 8.7027381714254, 9199.450011792116]","[1847.5900970836142, 1078.5630888311307]",3.691197938519776,"[1719.5517378269208, 1075.3694164678443]",5.028039759228741,False
245,1568,938,542,0.7086539075806999,BG,846,549,0.6228689525192876,BG/YOLO,"[-292.9317938274279, 76.61338949460036, 9287.13752429731]","[1875.5440365905977, 1090.4968280254523]",3.690577599469032,"[1691.5163327548446, 1089.5060946246463]",5.0006096080281495,False
246,1569,951,548,0.756715656986325,BG,832,556,0.7546169342021887,BG,"[-155.652468831696, 145.7424429174284, 9380.12896025127]","[1901.5017517706171, 1102.405321939639]",3.6771537621329426,"[1663.5006936719885, 1103.654752716102]",4.965710625456174,False
247,1570,964,554,0.7607194515595167,BG,819,563,0.7298131185487869,BG,"[-15.634361314517951, 216.62196668362145, 9467.001200934861]","[1927.4500518341893, 1114.4061061667574]",3.71508173194555,"[1637.4896947934317, 1117.6853075449528]",4.994013058194397,False
248,1571,976,561,0.7486279224055142,BG,806,570,0.7215195799171936,BG,"[116.51446921047422, 294.7253472854606, 9558.220964356959]","[1951.4864735455558, 1127.4012145875097]",3.167697619675777,"[1611.6095660485016, 1132.9999136380889]",4.245947811577856,False
249,1572,988,567,0.6981495332093393,BG,794,577,0.7488728513810099,BG,"[250.4742760245406, 368.4521453249283, 9643.286726253671]","[1975.4231221860248, 1139.4493314534514]",3.2323897921323246,"[1587.6249687373563, 1146.9389661295818]",4.315540420337307,False
250,1573,1000,573,0.6863827583780918,BG,782,585,0.7918819624601455,BG,"[386.28619417365223, 448.4840921716055, 9731.519965501544]","[1999.249328440786, 1152.3212577185095]",3.795206295837448,"[1563.5301081345797, 1161.798799424747]",5.048135862562632,False
251,1574,1012,580,0.650069349514496,BG,777,585,0.4,LK,"[525.2816982644773, 498.211498310668, 9752.658854408583]","[2023.84942223777, 1160.4895539438019]",0.3255492516769136,"[1554.361035699151, 1169.2998247335083]",0.427300862806067,False
252,1575,562,487,0.6608037634475082,BG,759,600,0.7881059163488464,BG/YOLO,"[-4977.1711479958985, -378.24253616812814, 10680.92790988721]","[1121.1058403596526, 1019.1527481058192]",29.28509594938441,"[1494.1048755419424, 998.2340383619068]",136.62862543483084,True
253,1576,561,486,0.4,LK,747,607,0.7437641263791115,BG/YOLO,"[-5012.890777431942, -379.68694772252917, 10722.284049660368]","[1118.441926183486, 1019.1558156048568]",30.752442537679226,"[1467.0239913911946, 998.0697498359913]",146.8906952840372,True
254,1577,584,492,0.6400768631214537,BG,736,614,0.544348634835354,BG/YOLO,"[-4731.082776757159, -310.69018970241444, 10723.597568007148]","[1164.1767408521998, 1029.6762140830863]",29.86324991337845,"[1447.354664578359, 1039.3866944913154]",128.40460503795586,True
255,1578,594,495,0.685223306132241,BG,725,622,0.7329145714968639,BG/YOLO,"[-4621.750127831598, -271.56699806239817, 10749.394412049838]","[1183.6779580905743, 1035.7368756115175]",30.044649930143233,"[1424.7894260229625, 1060.9536937769374]",125.01668670134603,True
256,1579,604,498,0.6422939496047868,BG,150,551,0.8399544551501442,BG,"[-4984.1513740406135, -445.7558248607743, 12020.628440807217]","[1210.2842291254797, 1016.4244931727986]",14.603328584675582,"[285.86299491259945, 977.811038002587]",96.1542847646658,True
257,1580,614,501,0.6985639785016515,BG,705,636,0.63712881480674,BG,"[-4400.420640306908, -193.60852065314373, 10800.353317310522]","[1222.7876945087512, 1047.7260712530037]",30.31023756158722,"[1384.275636435861, 1099.68166420664]",118.41486176227926,True
258,1581,623,503,0.7689393938672696,BG,695,644,0.6001223219087714,BG,"[-4305.359601707677, -159.91038037896126, 10831.385289195563]","[1240.0555559698767, 1052.8936130188408]",31.25016281968915,"[1363.007049361157, 1115.1983115057308]",119.19859031421389,True
259,1582,623,502,0.4,LK,688,642,0.7140165558333539,BG,"[-4313.352466704478, -172.71617078807955, 10853.904356606114]","[1240.2088655758275, 1051.0158201834222]",31.368914350435393,"[1349.4157031869106, 1109.4971844246597]",120.56389009470797,True
260,1583,623,506,0.3,LK,684,635,0.8192983847954608,BG,"[-4305.999851911867, -157.8590940844902, 10859.535957332799]","[1241.7425079781842, 1053.2647978189316]",27.48099928859526,"[1346.2381680320925, 1117.140550737542]",105.52774176127366,True
267,1590,1127,587,0.6063886036065611,BG,661,602,0.3,LK,"[1983.8585154951536, 700.3044267692652, 10726.108888636978]","[2251.5043784553777, 1183.7005108034575]",6.61021464983215,"[1322.1461886992624, 1191.5136429154597]",8.454635788770526,False
276,1600,727,535,0.6449160607605229,BG,614,549,0.7259221076965332,YOLO,"[-3026.2922941719785, -88.45925931646048, 11066.828527436614]","[1455.4460282320204, 1063.9564665447529]",4.127972419008313,"[1230.7977086926496, 1115.314254511132]",11.808689617400317,False
277,1601,726,534,0.4,LK,610,546,0.4,LK,"[-3043.6024180378254, -103.95475301562318, 11083.593434685521]","[1453.452197066314, 1061.6918010903187]",4.317383657142146,"[1222.8060959898926, 1110.2240521085075]",12.438029583654364,False
278,1602,726,534,0.3,LK,606,544,0.3,LK,"[-3048.1941919151354, -109.55937865977175, 11100.751599262863]","[1453.4709587184075, 1060.890505299298]",4.8669812016717415,"[1214.8851903682068, 1108.5703235750213]",14.07968278532727,False
287,1628,1173,534,0.6817480478104881,BG,630,528,0.7229108409498487,BG/YOLO,"[2613.4042544676686, -61.02550427268389, 10980.188557852396]","[2343.63707540929, 1067.9359146374593]",0.09270745418721396,"[1261.9541869565842, 1056.659687821697]",0.11560151816809165,False
288,1629,1157,531,0.6792297979160882,BG,652,524,0.6737420937643428,BG/YOLO,"[2365.0527860895113, -102.58962053619183, 10758.518165191934]","[2312.066224509777, 1061.4360666702908]",0.4307280451183187,"[1305.8034034250084, 1049.253498953691]",0.5349601317219405,False
289,1630,1140,527,0.7203281877914343,BG/YOLO,674,520,0.6931806912990526,BG,"[2113.873015680884, -149.48306193621897, 10544.515211303356]","[2278.4475682660245, 1053.8531489771601]",0.16551506495237428,"[1349.584283559762, 1040.7438140230377]",0.20499966769352218,False
290,1631,1122,524,0.7025684027108876,BG,697,517,0.7244098551625564,BG/YOLO,"[1858.7274289392021, -182.5569267279284, 10329.381022148611]","[2242.8036155342, 1048.138768738617]",0.016452513724560837,"[1395.334407431316, 1034.3642762119948]",0.020322445000691483,False
291,1632,1104,520,0.6628594514686413,BG,695,517,0.4,LK,"[1651.3560226833258, -211.63367159509417, 10362.780825832084]","[2207.045936464964, 1043.6470414696207]",2.2341106814912988,"[1391.2867770152811, 1030.0569692449878]",2.8342779192976106,False
292,1633,1086,517,0.6340062955329218,BG,746,510,0.6125059286347665,BG,"[1372.9785879339995, -255.71355804294197, 9891.67536492614]","[2171.354320756639, 1034.7762150504411]",0.4042233060907122,"[1492.813549607967, 1019.5159869181365]",0.4946382850406956,False
293,1634,1066,514,0.6381278871217656,BG,771,507,0.558139421522202,BG/YOLO,"[1122.0839464591998, -284.5676879228132, 9681.868865450902]","[2131.5767161875206, 1028.9911719685576]",0.5314142796153031,"[1542.5851212089515, 1013.1980416426061]",0.6484418220027606,False
294,1635,1046,511,0.6711515755868126,BG,797,504,0.628948176481618,BG/YOLO,"[880.2944055412058, -311.9538161275605, 9469.846822734087]","[2091.7439981962343, 1023.1905014433747]",0.6447551814557799,"[1594.3896991667675, 1006.8978474335943]",0.7833648234224283,False
295,1636,1039,509,0.4,LK,823,502,0.677530440343692,BG/YOLO,"[784.3603385965113, -326.2705128615095, 9236.161676241207]","[2077.791017599031, 1019.29581309031]",0.6902058325765265,"[1646.2379810762027, 1002.753621337081]",0.8184652190490982,False
296,1637,1003,506,0.6585774570940999,BG,851,499,0.5903806184551554,BG/YOLO,"[394.36392224481466, -352.2987542368574, 9054.925859253004]","[2005.9491097232897, 1013.4436083038738]",0.7776886033647703,"[1702.1320238374553, 996.4709168221146]",0.9377610713486229,False
297,1638,980,503,0.6910998006543023,BG,851,498,0.4,LK,"[155.76945105547273, -376.15946683323165, 9112.74711032591]","[1960.0018545510961, 1009.5685497147839]",1.9727586872381984,"[1702.155925888363, 991.8146902838707]",2.4693231579998964,False
298,1639,956,501,0.6330509446248137,BG,851,494,0.3,LK,"[-96.66730443794931, -407.992543656914, 9173.720414412006]","[1912.0190913565611, 1004.3468309663316]",1.307569497918177,"[1702.1715618662815, 985.1803875764963]",1.7040842083585874,False
301,1642,904,495,0.4,LK,1002,490,0.6251933609043359,BG,"[-558.7061945561369, -407.8982137343801, 7935.789020489561]","[1808.0585387655408, 993.0301312677418]",1.456349491704286,"[2004.0053388149552, 976.8029668289219]",1.638392199556599,False
302,1643,849,492,0.6014135668320333,BG,1002,489,0.4,LK,"[-1091.882491094969, -433.55295662143567, 8170.1238889557135]","[1698.2388102629616, 990.3081829601618]",3.102554465322133,"[2004.1193924666136, 970.515286649631]",3.8946189091460304,False
303,1644,842,489,0.4,LK,1002,490,0.3,LK,"[-1161.526616521043, -445.6775566585656, 8200.079861358041]","[1684.3378774933797, 988.2089220043107]",5.056456027790304,"[2004.2239042624365, 967.6043664055759]",6.443087428389584,False
313,1654,412,498,0.5840811133384705,YOLO,1508,503,0.8317015171051025,YOLO,"[-4078.7789778515294, -269.0536003701956, 6411.022978359361]","[825.4977296370887, 1008.442791166407]",4.683354419983398,"[3011.2053690720177, 990.880828987404]",6.657007242810446,False
314,1655,357,501,0.7973644137382507,YOLO,1563,508,0.7847017645835876,YOLO,"[-4214.140902644404, -228.9196311162145, 6077.787881099503]","[726.2464210411837, 1015.4728751510878]",6.890678659830759,"[3140.8312491172865, 1000.4169844902502]",9.177789959427583,False
315,1656,294,505,0.8475607633590698,YOLO,1619,512,0.4499663710594177,YOLO,"[-3618.6062582457344, -142.77873484534476, 4674.715634108182]","[586.0838621740551, 1027.1105231353097]",4.865217240512757,"[3241.1733523884564, 1011.725336245051]",4.133032213608921,False
316,1657,233,510,0.7966560125350952,YOLO,1620,505,0.4,LK,"[-2736.589410358365, -101.13936249225365, 3232.116166727722]","[459.99935030360393, 1025.8862813768412]",1.1104996413893813,"[3241.193100292614, 1008.9768600165122]",0.5310160579288473,False
317,1658,165,515,0.8414634466171265,YOLO,1740,525,0.8199535012245178,YOLO,"[-4302.877383222273, -73.85769946045423, 4669.400916994383]","[330.0725937212171, 1051.171756752881]",5.933647216388474,"[3482.618554510692, 1033.3182948457859]",5.640911955993286,False
318,1659,89,522,0.8582605719566345,YOLO,1810,533,0.7675589919090271,YOLO,"[-4557.551443933119, -27.25486229778865, 4563.966894492256]","[196.20307953671536, 1067.259496025005]",6.27292160829716,"[3608.377405140065, 1047.9085390833711]",6.055009436332334,False
319,1660,21,529,0.8067598342895508,YOLO,1809,533,0.4,LK,"[-4342.485129720623, 10.567417556730556, 4102.279329224891]","[92.0793597654821, 1081.2264725648183]",5.579806828441682,"[3606.2466214935957, 1051.4782522180449]",4.511847639389738,False
